,class,component,sup,cpm,mis,misr,dir,omega
6916,3,6,2,0,2.5,2.5,0,3
6917,3,7,2,0,2.25,2.2,1,3
6918,3,8,2,0,3.9,1.9,2,3
6919,3,9,2,0,2.5,0.8,4,3
6920,3,10,3,0,2,3.5,6,3
6921,3,11,3,0,0.85,1.35,3,3
6922,3,12,3,0,2.65,1.65,1,3
6923,3,13,3,0,1.5,0.55,2,3
6924,3,14,4,0,1.5,6,6,3
6925,3,15,4,0,0.7,2.6,3,3
6926,3,16,4,0,0.65,4,0,3
6927,3,17,4,0,1.15,1.45,1,3
6928,3,18,4,0,0.8,0.8,2,3
6929,3,19,4,0,0.75,0.85,4,3
6930,3,20,1,12000,3.1,0.35,5,3
6931,3,21,2,41000,0.4,0,5,3
6932,3,22,3,18000,0.55,1.15,9,3
6933,3,23,3,18000,0.35,0,5,3
6934,3,24,3,21000,0.55,0,5,3
6935,3,25,3,24000,0.9,0,5,3
6936,3,26,3,26000,1.7,0,9,3
6937,3,27,1,15000,2.25,0,5,3
6938,3,28,1,18000,1.15,0.35,9,3
6939,3,29,1,18000,2.35,0.45,5,3
6940,3,30,1,24000,1.45,0.4,9,3
6941,3,31,1,26000,1.2,0,5,3
6942,3,32,1,36000,0.5,0,9,3
6943,3,33,1,36000,0.8,0,5,3
6944,3,34,1,41000,0.9,0,5,3
6945,3,35,2,9000,0.45,0,9,3
6946,3,36,2,9000,0.4,0,8,3
6947,3,37,2,12000,1.85,0.5,5,3
6948,3,38,1,9000,1.5,0,9,3
6949,3,39,2,15000,0.6,0,9,3
6950,3,40,2,15000,1.65,0,5,3
6951,3,41,4,24000,0.7,0.55,9,3
6952,3,42,2,18000,1.2,0.45,9,3
6953,3,43,2,18000,2.1,0.65,5,3
6954,3,44,2,18000,0.55,0,8,3
6955,3,45,2,24000,1.6,0.2,5,3
6956,3,46,2,24000,1.75,0,8,3
6957,3,47,2,36000,0.6,0,5,3
6958,3,48,2,37000,0.35,0,9,3
6959,3,49,1,12000,3.1,0,7,3
6960,3,0,2,0,10,0,6,3
6961,3,1,2,0,13.5,0,3,3
6962,3,2,2,0,20,0,0,3
6963,3,3,2,0,2.6,0,1,3
6964,3,4,2,0,5.5,0,2,3
6965,3,5,2,0,4,0,4,3
6966,3,6,1,0,11.5,0,6,3
6967,3,7,1,0,11,0,3,3
6968,3,8,1,0,25,0,0,3
6969,3,9,1,0,2.4,0,1,3
6970,3,10,1,0,3.25,0,2,3
6971,3,11,1,0,6,0,4,3
6972,3,12,1,3000,1.25,0,9,3
6973,3,13,1,3000,1.15,0,5,3
6974,3,14,1,3000,2.75,0,8,3
6975,3,15,1,6000,1.2,0,9,3
6976,3,16,1,6000,1.35,0,5,3
6977,3,17,1,6000,4.75,0,8,3
6978,3,18,2,30000,1.05,0,9,3
6979,3,19,1,18000,0.6,0,9,3
6980,3,20,1,28000,1.95,0,5,3
6981,3,21,1,29000,1.25,0,8,3
6982,3,22,1,31000,0.65,0,9,3
6983,3,23,2,3000,1.2,0,9,3
6984,3,24,2,3000,1.4,0,5,3
6985,3,25,2,3000,1.35,0,8,3
6986,3,26,2,6000,1.45,0,9,3
6987,3,27,2,6000,3.5,0,5,3
6988,3,28,2,6000,3.25,0,8,3
6989,3,29,2,29000,1.4,0,5,3
6990,3,30,1,6000,4.75,0,7,3
6991,3,0,1,0,11,14,6,3
6992,3,1,1,0,7,5.5,3,3
6993,3,2,1,0,5,2.3,1,3
6994,3,3,1,0,5,1.25,2,3
6995,3,4,2,0,11,11,6,3
6996,3,5,2,0,8.5,10.5,3,3
6997,3,6,2,0,6,5.5,0,3
6998,3,7,2,0,5,2.6,1,3
6999,3,8,2,0,7,2.25,2,3
7000,3,9,2,0,3.5,1.1,4,3
7001,3,10,3,0,4.5,15,6,3
7002,3,11,3,0,4.5,8.5,3,3
7003,3,12,3,0,3.5,3.5,0,3
7004,3,13,3,0,1.9,2.3,1,3
7005,3,14,3,0,2.2,2.7,2,3
7006,3,15,3,0,1.5,0.8,4,3
7007,3,16,4,0,2.5,8.5,6,3
7008,3,17,4,0,1.5,4.5,3,3
7009,3,18,4,0,0.8,1.2,1,3
7010,3,19,4,0,0.6,1.6,2,3
7011,3,20,1,9000,2.5,0,9,3
7012,3,21,2,27000,1.75,0,8,3
7013,3,22,2,30000,0.7,0,9,3
7014,3,23,2,36000,0.9,0,5,3
7015,3,24,3,3000,0.5,2.5,9,3
7016,3,25,3,3000,0.6,1.3,5,3
7017,3,26,3,3000,0.5,0.6,8,3
7018,3,27,3,6000,0.4,0,9,3
7019,3,28,3,6000,0.2,0,5,3
7020,3,29,3,15000,0.45,0,9,3
7021,3,30,3,21000,0.4,0,8,3
7022,3,31,1,12000,0.9,0,9,3
7023,3,32,1,12000,1.5,0,5,3
7024,3,33,1,15000,2.25,0,5,3
7025,3,34,1,18000,2,0,5,3
7026,3,35,1,20000,0.9,0,9,3
7027,3,36,1,24000,1.25,0,9,3
7028,3,37,1,30000,1,0,9,3
7029,3,38,1,6000,1.5,1.1,9,3
7030,3,39,2,3000,0.8,1.95,9,3
7031,3,40,2,3000,0.85,1.85,5,3
7032,3,41,2,3000,0.3,0.7,8,3
7033,3,42,2,6000,1.75,0.8,9,3
7034,3,43,2,9000,2.75,0.85,9,3
7035,3,44,2,12000,1.75,0,9,3
7036,3,45,2,12000,2.5,0,5,3
7037,3,46,2,12000,2.25,0,8,3
7038,3,47,1,3000,0.5,2.1,9,3
7039,3,48,2,18000,1.5,0,5,3
7040,3,49,2,18000,1.75,0,8,3
7041,3,50,3,27000,0.65,0,9,3
7042,3,51,3,27000,1,0,5,3
7043,3,52,3,27000,0.8,0,8,3
7044,3,53,2,21000,2.5,0,9,3
7045,3,54,2,21000,1.75,0,5,3
7046,3,55,2,9000,2.75,0,7,3
7047,3,0,1,0,5.5,0,6,3
7048,3,1,1,0,6.5,0,3,3
7049,3,2,1,0,4.5,0,1,3
7050,3,3,1,0,3.5,0,2,3
7051,3,4,2,0,7.25,0,6,3
7052,3,5,2,0,9.5,0,3,3
7053,3,6,2,0,14,0,0,3
7054,3,7,2,0,5.2,0,1,3
7055,3,8,2,0,5,0,2,3
7056,3,9,2,0,6.2,0,4,3
7057,3,10,4,0,13,0,6,3
7058,3,11,4,0,9.5,0,3,3
7059,3,12,4,0,6,0,1,3
7060,3,13,4,0,5.3,0,2,3
7061,3,14,3,0,23,0,6,3
7062,3,15,3,0,14,0,3,3
7063,3,16,3,0,6.5,0,0,3
7064,3,17,3,0,12,0,1,3
7065,3,18,3,0,7,0,2,3
7066,3,19,3,0,3,0,4,3
7067,3,20,1,6000,0.4,0,9,3
7068,3,21,3,9000,9.5,0,9,3
7069,3,22,3,9000,5,0,5,3
7070,3,23,3,9000,2,0,8,3
7071,3,24,3,12000,2.1,0,9,3
7072,3,25,3,12000,3.2,0,5,3
7073,3,26,3,15000,3.4,0,9,3
7074,3,27,3,28000,2.5,0,5,3
7075,3,28,3,30000,3,0,9,3
7076,3,29,3,30000,1.05,0,8,3
7077,3,30,4,3000,0.35,0,5,3
7078,3,31,4,6000,1.3,0,9,3
7079,3,32,4,9000,4.8,0,9,3
7080,3,33,4,9000,3.4,0,5,3
7081,3,34,4,12000,1.9,0,9,3
7082,3,35,4,12000,2,0,5,3
7083,3,36,4,20000,3.2,0,5,3
7084,3,37,4,24000,2.35,0,5,3
7085,3,38,1,3000,0.35,0,5,3
7086,3,39,1,12000,1.95,0,5,3
7087,3,40,4,27000,1.9,0,9,3
7088,3,41,1,15000,3.2,0,9,3
7089,3,42,1,27000,1,0,9,3
7090,3,43,1,32000,1.3,0,5,3
7091,3,44,2,3000,0.9,0,5,3
7092,3,45,2,3000,0.9,0,8,3
7093,3,46,2,6000,1.25,0,9,3
7094,3,47,2,9000,1.7,0,8,3
7095,3,48,2,12000,3.6,0,5,3
7096,3,49,2,12000,5.4,0,8,3
7097,3,50,2,15000,3.5,0,9,3
7098,3,51,2,24000,1.45,0,9,3
7099,3,52,2,24000,1.3,0,8,3
7100,3,53,2,32000,1.2,0,5,3
7101,3,54,3,3000,0.8,0,9,3
7102,3,55,3,3000,0.6,0,5,3
7103,3,56,3,6000,2.8,0,9,3
7104,3,57,3,9000,9.5,0,7,3
7105,4,0,1,0,7.5,0,6,3
7106,4,1,1,0,32.5,0,3,3
7107,4,2,1,0,3.4,0,1,3
7108,4,3,1,0,7.5,0,2,3
7109,4,4,3,0,22.5,0,6,3
7110,4,5,3,0,7.5,0,0,3
7111,4,6,3,0,6.5,0,1,3
7112,4,7,3,0,3.25,0,4,3
7113,4,8,4,0,9,0,6,3
7114,4,9,4,0,5,0,0,3
7115,4,10,4,0,2.5,0,1,3
7116,4,11,4,0,2.75,0,4,3
7117,4,12,2,0,12,0,6,3
7118,4,13,2,0,35,0,0,3
7119,4,14,2,0,8.5,0,1,3
7120,4,15,2,0,6.5,0,4,3
7121,4,16,2,27000,2.25,0,9,3
7122,4,17,1,22000,1.3,0,9,3
7123,4,18,1,18000,1.75,0,5,3
7124,4,19,1,3000,0.45,0,9,3
7125,4,20,1,3000,4.25,0,5,3
7126,4,21,2,6000,1.75,0,9,3
7127,4,22,2,18000,5.5,0,9,3
7128,4,23,2,18000,2,0,8,3
7129,4,24,2,36000,1.15,0,8,3
7130,4,25,3,3000,3,0,9,3
7131,4,26,3,3000,1.2,0,8,3
7132,4,27,3,12000,1.5,0,9,3
7133,4,28,3,18000,2.5,0,9,3
7134,4,29,3,18000,1.25,0,8,3
7135,4,30,3,34000,3.5,0,9,3
7136,4,31,3,36000,2,0,8,3
7137,4,32,1,34000,1.8,0,9,3
7138,4,33,4,3000,1.2,0,9,3
7139,4,34,4,3000,0.6,0,8,3
7140,4,35,1,35000,1.7,0,9,3
7141,4,36,4,6000,0.9,0,9,3
7142,4,37,4,6000,0.6,0,8,3
7143,4,38,4,18000,0.9,0,9,3
7144,4,39,4,18000,0.9,0,8,3
7145,4,40,4,32000,2.25,0,8,3
7146,4,41,4,34000,0.9,0,9,3
7147,4,42,2,3000,0.75,0,9,3
7148,4,43,2,3000,6,0,8,3
7149,4,44,1,24000,2.5,0,5,3
7150,4,45,2,3000,6,0,7,3
7151,4,0,1,0,7.5,0,6,3
7152,4,1,1,0,42,0,3,3
7153,4,2,1,0,5.5,0,1,3
7154,4,3,1,0,12.5,0,2,3
7155,4,4,3,0,21,0,6,3
7156,4,5,3,0,9,0,0,3
7157,4,6,3,0,6.75,0,1,3
7158,4,7,3,0,3.25,0,4,3
7159,4,8,4,0,9,0,6,3
7160,4,9,4,0,5,0,0,3
7161,4,10,4,0,2.75,0,1,3
7162,4,11,4,0,2.25,0,4,3
7163,4,12,2,0,12.5,0,6,3
7164,4,13,2,0,55,0,0,3
7165,4,14,2,0,6.5,0,1,3
7166,4,15,2,0,10,0,4,3
7167,4,16,2,6000,1.9,0,9,3
7168,4,17,2,6000,1.1,0,8,3
7169,4,18,1,22000,4.5,0,5,3
7170,4,19,1,34000,3,0,9,3
7171,4,20,1,35000,0.9,0,5,3
7172,4,21,1,3000,0.55,0,9,3
7173,4,22,1,3000,6,0,5,3
7174,4,23,2,3000,1.15,0,9,3
7175,4,24,2,3000,7,0,8,3
7176,4,25,1,6000,2,0,9,3
7177,4,26,1,6000,0.75,0,5,3
7178,4,27,2,18000,2.5,0,9,3
7179,4,28,2,22000,3,0,9,3
7180,4,29,2,23000,2,0,8,3
7181,4,30,3,3000,3.2,0,9,3
7182,4,31,3,3000,0.75,0,8,3
7183,4,32,3,9000,1.45,0,9,3
7184,4,33,3,9000,0.6,0,8,3
7185,4,34,3,12000,0.9,0,9,3
7186,4,35,3,18000,1.25,0,9,3
7187,4,36,3,30000,1.1,0,8,3
7188,4,37,3,32000,2,0,9,3
7189,4,38,4,3000,1.2,0,9,3
7190,4,39,4,3000,0.65,0,8,3
7191,4,40,4,6000,0.5,0,9,3
7192,4,41,4,12000,0.9,0,9,3
7193,4,42,4,23000,0.5,0,9,3
7194,4,43,4,29000,1.3,0,8,3
7195,4,44,1,20000,0.9,0,9,3
7196,4,45,2,3000,7,0,7,3
7197,4,0,2,0,7.5,0,6,3
7198,4,1,2,0,12,0,3,3
7199,4,2,2,0,65,0,0,3
7200,4,3,2,0,2.5,0,1,3
7201,4,4,2,0,4.75,0,2,3
7202,4,5,2,0,10,0,4,3
7203,4,6,3,0,12.5,0,6,3
7204,4,7,3,0,6.5,0,0,3
7205,4,8,3,0,3.75,0,1,3
7206,4,9,3,0,1.75,0,4,3
7207,4,10,4,0,7,0,6,3
7208,4,11,4,0,3.5,0,0,3
7209,4,12,4,0,1.9,0,1,3
7210,4,13,4,0,1.65,0,4,3
7211,4,14,1,0,6.5,0,6,3
7212,4,15,1,0,55,0,3,3
7213,4,16,1,0,2.75,0,1,3
7214,4,17,1,0,9,0,2,3
7215,4,18,3,9000,2.2,0,9,3
7216,4,19,3,9000,0.95,0,8,3
7217,4,20,3,35000,1.3,0,9,3
7218,4,21,3,35000,0.75,0,8,3
7219,4,22,4,3000,0.8,0,9,3
7220,4,23,4,3000,0.5,0,8,3
7221,4,24,4,6000,0.6,0,9,3
7222,4,25,4,9000,0.9,0,9,3
7223,4,26,4,9000,1,0,8,3
7224,4,27,4,27000,0.65,0,9,3
7225,4,28,3,6000,0.6,0,9,3
7226,4,29,4,36000,1.1,0,8,3
7227,4,30,1,6000,1.1,0,9,3
7228,4,31,1,9000,0.6,0,9,3
7229,4,32,1,9000,2.2,0,5,3
7230,4,33,3,3000,1.2,0,9,3
7231,4,34,3,3000,0.9,0,8,3
7232,4,35,2,6000,1.05,0,9,3
7233,4,36,2,3000,1,0,9,3
7234,4,37,2,3000,2.1,0,5,3
7235,4,38,2,3000,9,0,8,3
7236,4,39,1,27000,0.4,0,5,3
7237,4,40,1,24000,0.65,0,9,3
7238,4,41,1,3000,0.45,0,9,3
7239,4,42,1,3000,8.5,0,5,3
7240,4,43,2,3000,9,0,7,3
7241,4,0,2,0,5,0,6,3
7242,4,1,2,0,7.5,0,3,3
7243,4,2,2,0,25,0,0,3
7244,4,3,2,0,1.6,0,1,3
7245,4,4,2,0,2.5,0,2,3
7246,4,5,2,0,7,0,4,3
7247,4,6,3,0,6.5,0,6,3
7248,4,7,3,0,5.5,0,3,3
7249,4,8,3,0,4.8,0,1,3
7250,4,9,3,0,5,0,2,3
7251,4,10,1,0,3.5,0,6,3
7252,4,11,1,0,19,0,3,3
7253,4,12,1,0,1,0,1,3
7254,4,13,1,0,5.8,0,2,3
7255,4,14,4,0,4,0,6,3
7256,4,15,4,0,3.5,0,0,3
7257,4,16,4,0,2.3,0,1,3
7258,4,17,4,0,2.1,0,4,3
7259,4,18,1,3000,0.8,0,5,3
7260,4,19,4,30000,0.9,0,9,3
7261,4,20,4,38000,1,0,8,3
7262,4,21,1,15000,0.5,0,5,3
7263,4,22,1,18000,0.9,0,5,3
7264,4,23,2,3000,0.3,0,9,3
7265,4,24,2,3000,0.45,0,5,3
7266,4,25,2,3000,1,0,8,3
7267,4,26,2,6000,0.4,0,9,3
7268,4,27,2,6000,2,0,5,3
7269,4,28,2,6000,7,0,8,3
7270,4,29,2,12000,0.4,0,8,3
7271,4,30,1,6000,4.8,0,5,3
7272,4,31,2,15000,0.5,0,9,3
7273,4,32,2,15000,0.4,0,5,3
7274,4,33,2,18000,0.8,0,9,3
7275,4,34,2,18000,1.1,0,5,3
7276,4,35,2,18000,0.5,0,8,3
7277,4,36,2,32000,0.5,0,9,3
7278,4,37,3,3000,0.5,0,9,3
7279,4,38,3,3000,0.5,0,5,3
7280,4,39,3,6000,0.7,0,9,3
7281,4,40,3,6000,0.8,0,5,3
7282,4,41,3,15000,1.5,0,5,3
7283,4,42,3,20000,1.5,0,5,3
7284,4,43,3,29000,2.85,0,9,3
7285,4,44,3,30000,2.9,0,5,3
7286,4,45,4,3000,0.3,0,9,3
7287,4,46,4,6000,0.3,0,9,3
7288,4,47,4,15000,0.9,0,9,3
7289,4,48,4,20000,1.1,0,9,3
7290,4,49,2,6000,7,0,7,3
7291,4,0,4,0,3,0,6,3
7292,4,1,4,0,5,0,0,3
7293,4,2,4,0,0.7,0,1,3
7294,4,3,4,0,1.3,0,4,3
7295,4,4,2,0,4.5,0,6,3
7296,4,5,2,0,16,0,3,3
7297,4,6,2,0,28,0,0,3
7298,4,7,2,0,0.9,0,1,3
7299,4,8,2,0,4.2,0,2,3
7300,4,9,2,0,8.5,0,4,3
7301,4,10,1,0,3.5,0,6,3
7302,4,11,1,0,21,0,3,3
7303,4,12,1,0,0.65,0,1,3
7304,4,13,1,0,6.7,0,2,3
7305,4,14,3,0,4.5,0,6,3
7306,4,15,3,0,4.5,0,3,3
7307,4,16,3,0,0.9,0,1,3
7308,4,17,3,0,1.5,0,2,3
7309,4,18,2,15000,0.5,0,5,3
7310,4,19,1,3000,1.15,0,5,3
7311,4,20,2,6000,4.6,0,5,3
7312,4,21,2,6000,7.8,0,8,3
7313,4,22,1,6000,6.2,0,5,3
7314,4,23,2,3000,0.8,0,5,3
7315,4,24,2,3000,1.4,0,8,3
7316,4,25,2,6000,7.8,0,7,3
7317,4,0,3,0,18.5,0,6,3
7318,4,1,3,0,80,0,3,3
7319,4,2,3,0,7,0,0,3
7320,4,3,3,0,5,0,1,3
7321,4,4,3,0,13,0,2,3
7322,4,5,3,0,2,0,4,3
7323,4,6,2,0,11.5,0,6,3
7324,4,7,2,0,150,0,3,3
7325,4,8,2,0,180,0,0,3
7326,4,9,2,0,2.5,0,1,3
7327,4,10,2,0,25,0,2,3
7328,4,11,2,0,28,0,4,3
7329,4,12,4,0,7,0,6,3
7330,4,13,4,0,50,0,3,3
7331,4,14,4,0,2.25,0,1,3
7332,4,15,4,0,8.4,0,2,3
7333,4,16,1,0,32,0,6,3
7334,4,17,1,0,63,0,3,3
7335,4,18,1,0,6.3,0,1,3
7336,4,19,1,0,10,0,2,3
7337,4,20,1,6000,2,0,9,3
7338,4,21,1,6000,0.85,0,5,3
7339,4,22,2,3000,1.05,0,9,3
7340,4,23,2,3000,23,0,5,3
7341,4,24,2,3000,26,0,8,3
7342,4,25,2,6000,2,0,9,3
7343,4,26,2,6000,1.4,0,8,3
7344,4,27,2,9000,0.8,0,8,3
7345,4,28,2,30000,0.5,0,5,3
7346,4,29,1,3000,5.8,0,9,3
7347,4,30,1,3000,10,0,5,3
7348,4,31,3,3000,2.7,0,9,3
7349,4,32,3,3000,12,0,5,3
7350,4,33,3,3000,0.2,0,8,3
7351,4,34,4,9000,1,0,5,3
7352,4,35,3,6000,3.25,0,9,3
7353,4,36,3,6000,1.9,0,5,3
7354,4,37,3,6000,2.7,0,8,3
7355,4,38,3,9000,0.65,0,9,3
7356,4,39,3,9000,1.3,0,5,3
7357,4,40,3,12000,0.5,0,9,3
7358,4,41,3,12000,0.6,0,5,3
7359,4,42,3,15000,0.7,0,9,3
7360,4,43,4,3000,1.75,0,9,3
7361,4,44,4,3000,7.6,0,5,3
7362,4,45,4,6000,0.85,0,9,3
7363,4,46,4,6000,1.85,0,5,3
7364,4,47,2,3000,26,0,7,3
7365,4,0,1,0,46,0,6,3
7366,4,1,1,0,9,0,3,3
7367,4,2,1,0,12.5,0,1,3
7368,4,3,1,0,3.5,0,2,3
7369,4,4,3,0,48,0,6,3
7370,4,5,3,0,62,0,3,3
7371,4,6,3,0,9.7,0,1,3
7372,4,7,3,0,16.5,0,2,3
7373,4,8,4,0,25.5,0,6,3
7374,4,9,4,0,46,0,3,3
7375,4,10,4,0,18,0,0,3
7376,4,11,4,0,5.8,0,1,3
7377,4,12,4,0,13,0,2,3
7378,4,13,4,0,4.2,0,4,3
7379,4,14,2,0,52,0,6,3
7380,4,15,2,0,62,0,3,3
7381,4,16,2,0,25,0,0,3
7382,4,17,2,0,14,0,1,3
7383,4,18,2,0,16,0,2,3
7384,4,19,2,0,7.2,0,4,3
7385,4,20,2,5100,13.5,0,9,3
7386,4,21,2,5100,15,0,5,3
7387,4,22,2,5100,6,0,8,3
7388,4,23,3,12000,1.15,0,9,3
7389,4,24,1,6000,3.5,0,9,3
7390,4,25,1,8200,1.1,0,5,3
7391,4,26,1,10500,1.1,0,5,3
7392,4,27,1,30000,0.7,0,9,3
7393,4,28,1,30000,0.55,0,5,3
7394,4,29,2,3000,2.15,0,9,3
7395,4,30,2,3000,4.25,0,5,3
7396,4,31,2,3000,0.8,0,8,3
7397,4,32,2,9000,1.15,0,5,3
7398,4,33,1,3000,1.75,0,9,3
7399,4,34,1,3000,0.5,0,5,3
7400,4,35,2,10500,1.25,0,8,3
7401,4,36,1,5100,10,0,9,3
7402,4,37,2,28000,0.7,0,8,3
7403,4,38,2,33000,1.2,0,9,3
7404,4,39,3,3000,5,0,9,3
7405,4,40,3,3000,3.6,0,5,3
7406,4,41,3,5100,8,0,9,3
7407,4,42,3,5100,16,0,5,3
7408,4,43,4,3000,2.6,0,9,3
7409,4,44,4,3000,2.7,0,5,3
7410,4,45,4,3000,2.1,0,8,3
7411,4,46,4,5100,4,0,9,3
7412,4,47,4,5100,13,0,5,3
7413,4,48,4,5100,2.7,0,8,3
7414,4,49,4,6000,1.85,0,9,3
7415,4,50,4,10500,0.55,0,9,3
7416,4,51,4,32000,1.1,0,8,3
7417,4,52,3,8200,1.75,0,9,3
7418,4,53,3,9000,1.25,0,5,3
7419,4,54,3,5100,16,0,7,3
7420,4,0,1,0,25,0,6,3
7421,4,1,1,0,8,0,3,3
7422,4,2,1,0,8,0,1,3
7423,4,3,1,0,2.5,0,2,3
7424,4,4,2,0,25,0,6,3
7425,4,5,2,0,8,0,3,3
7426,4,6,2,0,5,0,0,3
7427,4,7,2,0,8,0,1,3
7428,4,8,2,0,2.5,0,2,3
7429,4,9,2,0,1.8,0,4,3
7430,4,10,4,0,5,0,6,3
7431,4,11,4,0,1.5,0,3,3
7432,4,12,4,0,1.75,0,1,3
7433,4,13,4,0,0.9,0,2,3
7434,4,14,3,0,4.5,0,6,3
7435,4,15,3,0,1.5,0,3,3
7436,4,16,3,0,4.5,0,0,3
7437,4,17,3,0,1.7,0,1,3
7438,4,18,3,0,0.8,0,2,3
7439,4,19,3,0,1.75,0,4,3
7440,4,20,1,6000,7,0,9,3
7441,4,21,1,6000,2,0,5,3
7442,4,22,1,3000,0.6,0,9,3
7443,4,23,1,3000,0.5,0,5,3
7444,4,24,2,3000,0.5,0,9,3
7445,4,25,2,3000,0.4,0,5,3
7446,4,26,2,3000,0.2,0,8,3
7447,4,27,4,6000,1.4,0,9,3
7448,4,28,2,6000,7.5,0,9,3
7449,4,29,2,6000,2,0,5,3
7450,4,30,2,6000,1.8,0,8,3
7451,4,31,3,6000,1.25,0,9,3
7452,4,32,3,6000,1.25,0,8,3
7453,4,33,2,6000,7.5,0,7,3
7454,4,0,1,0,29,0,6,3
7455,4,1,1,0,6,0,3,3
7456,4,2,1,0,9,0,1,3
7457,4,3,1,0,1.5,0,2,3
7458,4,4,2,0,25,0,6,3
7459,4,5,2,0,21.5,0,3,3
7460,4,6,2,0,22.5,0,0,3
7461,4,7,2,0,8,0,1,3
7462,4,8,2,0,4.9,0,2,3
7463,4,9,2,0,5,0,4,3
7464,4,10,4,0,20.5,0,6,3
7465,4,11,4,0,23,0,3,3
7466,4,12,4,0,8,0,1,3
7467,4,13,4,0,5.7,0,2,3
7468,4,14,3,0,55,0,6,3
7469,4,15,3,0,23,0,3,3
7470,4,16,3,0,30,0,0,3
7471,4,17,3,0,18.5,0,1,3
7472,4,18,3,0,6.6,0,2,3
7473,4,19,3,0,11,0,4,3
7474,4,20,1,6000,8.5,0,9,3
7475,4,21,4,3000,1.15,0,9,3
7476,4,22,4,3000,3.8,0,5,3
7477,4,23,4,6000,4.9,0,9,3
7478,4,24,4,6000,2.5,0,5,3
7479,4,25,4,9000,5.5,0,9,3
7480,4,26,4,12000,1,0,5,3
7481,4,27,4,18000,1.7,0,9,3
7482,4,28,4,27000,1.4,0,5,3
7483,4,29,1,9000,1.2,0,9,3
7484,4,30,2,3000,0.75,0,9,3
7485,4,31,2,3000,2.75,0,5,3
7486,4,32,2,3000,2.65,0,8,3
7487,4,33,2,6000,8,0,9,3
7488,4,34,2,6000,2.25,0,5,3
7489,4,35,2,6000,2,0,8,3
7490,4,36,2,9000,1.25,0,9,3
7491,4,37,2,9000,0.75,0,5,3
7492,4,38,2,9000,1.75,0,8,3
7493,4,39,1,3000,0.75,0,9,3
7494,4,40,2,15000,1.1,0,9,3
7495,4,41,4,30000,1.55,0,9,3
7496,4,42,2,18000,0.9,0,8,3
7497,4,43,3,3000,4.4,0,9,3
7498,4,44,3,3000,3.4,0,5,3
7499,4,45,3,3000,2.5,0,8,3
7500,4,46,3,6000,13.5,0,9,3
7501,4,47,3,6000,3.6,0,5,3
7502,4,48,3,6000,5.8,0,8,3
7503,4,49,3,9000,8,0,9,3
7504,4,50,3,9000,3.6,0,5,3
7505,4,51,3,9000,5.4,0,8,3
7506,4,52,3,12000,4.4,0,9,3
7507,4,53,3,12000,2.75,0,8,3
7508,4,54,3,18000,3.7,0,9,3
7509,4,55,3,21000,2.8,0,8,3
7510,4,56,3,27000,1.7,0,5,3
7511,4,57,3,27000,2,0,8,3
7512,4,58,3,6000,13.5,0,7,3
7513,4,0,2,0,17.5,0,6,3
7514,4,1,2,0,34,0,3,3
7515,4,2,2,0,28,0,0,3
7516,4,3,2,0,3.5,0,1,3
7517,4,4,2,0,10,0,2,3
7518,4,5,2,0,4.5,0,4,3
7519,4,6,3,0,35,0,6,3
7520,4,7,3,0,100,0,3,3
7521,4,8,3,0,27,0,0,3
7522,4,9,3,0,10,0,1,3
7523,4,10,3,0,22,0,2,3
7524,4,11,3,0,9,0,4,3
7525,4,12,1,0,27.5,0,6,3
7526,4,13,1,0,8,0,3,3
7527,4,14,1,0,4.5,0,1,3
7528,4,15,1,0,2.05,0,2,3
7529,4,16,4,0,21,0,6,3
7530,4,17,4,0,80,0,3,3
7531,4,18,4,0,6.5,0,1,3
7532,4,19,4,0,15,0,2,3
7533,4,20,1,6000,2.8,0,9,3
7534,4,21,1,6000,1.75,0,5,3
7535,4,22,4,12000,1.2,0,9,3
7536,4,23,4,15000,1.6,0,5,3
7537,4,24,1,9000,1.4,0,9,3
7538,4,25,2,3000,2.2,0,9,3
7539,4,26,2,3000,2,0,5,3
7540,4,27,2,3000,3.5,0,8,3
7541,4,28,2,6000,2.7,0,9,3
7542,4,29,2,6000,6,0,5,3
7543,4,30,2,6000,2.25,0,8,3
7544,4,31,2,9000,0.8,0,9,3
7545,4,32,2,9000,3.5,0,5,3
7546,4,33,2,9000,2.7,0,8,3
7547,4,34,2,15000,1,0,9,3
7548,4,35,3,3000,3.5,0,9,3
7549,4,36,3,3000,12,0,5,3
7550,4,37,3,3000,3,0,8,3
7551,4,38,1,3000,3.8,0,9,3
7552,4,39,1,3000,0.75,0,5,3
7553,4,40,3,6000,7,0,9,3
7554,4,41,3,6000,12,0,5,3
7555,4,42,3,6000,4.5,0,8,3
7556,4,43,4,27000,9.5,0,5,3
7557,4,44,3,9000,4.5,0,9,3
7558,4,45,3,9000,6.5,0,5,3
7559,4,46,3,9000,2.8,0,8,3
7560,4,47,3,12000,2,0,9,3
7561,4,48,3,12000,1.8,0,8,3
7562,4,49,3,30000,6.5,0,5,3
7563,4,50,3,30000,3.5,0,8,3
7564,4,51,4,3000,1.5,0,9,3
7565,4,52,4,3000,11,0,5,3
7566,4,53,4,6000,5.5,0,9,3
7567,4,54,4,6000,5.5,0,5,3
7568,4,55,4,9000,1.4,0,9,3
7569,4,56,4,9000,1.6,0,5,3
7570,4,57,3,3000,12,0,7,3
7571,4,0,2,0,190,0,6,3
7572,4,1,2,0,75,0,3,3
7573,4,2,2,0,85,0,0,3
