age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
43,5,180985,13,13,5,8,3,4,1,0,0,35,21,1
24,2,148709,1,9,4,7,4,4,0,0,0,40,21,1
38,2,184801,13,13,6,1,1,4,1,0,0,60,21,0
52,2,89054,1,9,6,8,1,4,1,0,0,40,21,1
32,2,147284,10,11,6,1,1,4,1,0,0,50,21,0
33,2,169973,10,11,5,2,4,4,0,0,0,40,21,1
21,2,222993,1,9,4,5,0,4,1,0,0,40,21,1
27,2,41099,14,10,4,1,4,4,1,0,0,50,21,1
31,2,33117,1,9,0,4,4,4,1,0,0,50,21,1
29,2,162551,9,14,6,0,2,1,0,0,0,40,35,0
49,2,122066,8,3,6,7,1,4,1,0,2603,40,18,1
46,2,389843,13,13,6,1,1,4,1,0,0,50,36,0
37,2,138940,7,7,6,8,1,4,1,0,0,40,21,1
56,4,141877,13,13,6,10,1,4,1,0,0,40,21,0
37,2,172722,14,10,6,8,1,4,1,0,0,40,21,1
26,5,118523,1,9,6,10,1,4,1,0,0,40,21,1
31,2,227886,14,10,4,10,3,3,0,0,0,35,21,1
36,2,80743,1,9,6,7,2,1,0,0,0,40,37,1
52,2,199688,6,6,6,13,1,4,1,0,0,45,21,1
40,2,225823,14,10,0,8,4,4,1,0,0,60,21,1
21,2,176486,1,9,3,4,5,4,0,0,0,60,21,1
63,2,175777,6,6,5,5,4,3,1,0,0,40,21,1
30,2,295010,1,9,4,10,4,4,0,0,0,40,21,1
30,2,437825,13,13,6,1,1,4,1,0,0,20,28,1
50,2,270194,13,13,6,4,1,4,1,0,0,60,21,1
41,2,242089,9,14,6,4,1,4,1,0,0,45,21,1
39,6,117555,13,13,6,4,1,4,1,0,0,60,21,0
23,2,146499,1,9,5,5,3,4,0,0,0,48,21,1
52,2,222405,1,9,6,1,1,3,1,0,2377,40,21,1
46,2,157991,10,11,0,9,3,3,0,0,625,40,21,1
26,2,373553,14,10,6,10,2,4,0,0,0,42,21,1
30,2,194827,14,10,6,8,1,4,1,0,1740,40,21,1
23,2,60331,14,10,0,4,4,4,1,0,0,50,21,1
21,3,96483,14,10,4,10,0,1,0,0,0,12,21,1
39,2,211154,1,9,6,11,1,4,1,0,0,55,21,1
37,0,247750,10,11,6,2,1,3,1,0,0,40,21,1
40,5,204235,9,14,6,4,1,4,1,99999,0,50,21,0
38,2,197113,14,10,0,10,3,3,0,0,0,20,21,1
47,2,178341,13,13,6,1,1,4,1,4064,0,60,21,1
20,2,293297,14,10,4,7,0,4,1,0,0,35,21,1
35,2,35330,1,9,6,8,1,4,1,0,0,40,21,1
62,3,202056,13,13,0,0,4,4,1,14084,0,40,21,0
32,2,61898,7,7,0,7,3,4,0,0,0,15,21,1
42,6,1097453,13,13,6,1,1,4,1,0,0,60,21,0
32,2,176992,6,6,4,8,3,4,1,0,0,40,21,1
27,2,295289,14,10,4,7,0,3,0,0,0,30,21,1
53,6,298215,13,13,6,1,1,4,1,0,0,45,21,0
28,5,209934,8,3,6,13,1,4,1,0,0,25,40,1
26,2,164938,1,9,6,1,1,4,1,0,0,40,21,1
47,2,423222,12,15,6,4,1,4,1,0,0,45,21,0
23,2,124259,14,10,4,2,0,3,0,0,0,40,21,1
70,6,232871,14,10,6,4,1,4,1,0,0,30,21,1
41,3,73199,13,13,6,4,1,1,1,0,0,40,21,1
43,3,27661,9,14,4,0,4,4,1,0,0,45,21,1
40,5,89413,1,9,6,8,1,4,1,0,1672,40,21,1
64,5,31826,1,9,6,4,1,4,1,0,0,45,21,0
40,2,279679,14,10,0,4,4,4,1,0,0,45,21,1
43,2,221172,13,13,0,4,4,4,1,0,0,35,21,1
50,4,222020,1,9,6,10,1,4,1,0,0,48,21,1
32,2,204792,7,7,6,12,1,4,1,0,0,40,21,1
42,2,384508,7,7,0,1,3,4,1,1506,0,50,40,1
41,2,288568,1,9,6,8,1,4,1,0,0,40,21,0
30,2,182714,14,10,4,4,4,4,0,0,0,40,9,1
20,2,471452,14,10,4,7,0,4,1,0,0,30,21,1
45,3,264052,1,9,6,8,1,4,1,0,0,40,21,1
42,2,146659,5,16,6,0,1,4,1,0,1902,50,21,0
24,2,203027,3,12,4,5,0,4,1,0,0,40,21,1
43,2,218309,13,13,0,1,4,4,0,0,0,50,21,1
28,2,133625,1,9,6,11,1,3,1,0,0,40,21,1
35,2,45937,1,9,4,5,4,4,0,0,0,40,21,1
38,4,201617,1,9,4,10,3,4,0,0,0,40,21,1
32,0,114733,13,13,0,0,3,4,0,0,0,35,21,1
50,3,97778,1,9,6,2,1,4,1,0,0,40,21,1
34,2,149507,1,9,6,8,1,4,1,0,0,55,21,0
35,2,82622,1,9,4,7,0,4,1,0,0,40,21,1
30,2,48014,9,14,4,10,4,4,0,0,0,40,30,1
61,3,162678,8,3,6,11,1,4,1,0,0,40,21,1
27,2,213842,13,13,4,10,0,4,1,0,0,38,21,1
61,2,221447,1,9,4,5,4,3,0,0,0,40,21,1
18,2,426836,8,3,4,13,5,4,1,0,0,40,40,1
31,0,206609,1,9,6,2,1,4,1,0,0,40,21,0
31,2,50276,13,13,0,0,4,4,1,0,0,60,21,1
20,2,180497,1,9,4,7,4,3,0,0,0,40,21,1
35,2,220585,11,8,6,11,1,4,1,0,0,40,21,1
51,2,202752,1,9,4,8,4,3,1,0,0,40,21,1
43,2,75993,14,10,6,1,1,4,1,7688,0,40,21,0
18,2,170544,7,7,4,13,0,4,1,0,0,20,21,1
55,2,115439,12,15,6,4,1,4,1,99999,0,40,21,0
59,2,24384,1,9,1,6,4,4,0,0,0,40,21,1
21,2,209067,1,9,4,7,0,4,0,0,0,40,21,1
22,2,65225,6,6,4,7,0,4,0,0,0,40,21,1
60,4,27466,14,10,1,4,4,4,0,0,0,40,9,1
49,4,179869,1,9,6,8,1,4,1,0,0,40,21,0
21,2,442131,1,9,4,13,0,4,0,0,0,40,21,1
61,2,243283,1,9,6,5,1,4,1,0,0,40,21,1
64,2,316627,8,3,0,8,4,4,1,0,0,40,21,1
63,2,208862,1,9,4,8,4,4,1,0,0,40,21,1
27,4,38645,13,13,4,4,4,4,0,0,0,40,21,1
23,2,141272,13,13,4,7,0,3,0,0,0,30,21,1
41,3,29324,1,9,0,4,3,4,0,0,0,45,21,1
40,2,124747,1,9,6,8,2,4,0,7298,0,40,21,0
55,5,477867,13,13,6,4,1,4,1,0,0,40,21,0
17,2,218361,6,6,4,7,0,4,0,0,1602,12,21,1
34,5,156809,14,10,4,8,4,4,1,0,1504,60,21,1
24,2,267945,13,13,4,10,0,4,0,0,0,40,21,1
30,2,35724,12,15,6,0,2,4,0,0,0,45,21,0
29,2,187188,9,14,4,4,4,1,1,0,0,60,21,1
52,2,155983,13,13,6,4,1,4,1,0,0,40,21,0
57,4,414994,14,10,6,4,1,4,1,0,0,40,21,0
38,2,103474,13,13,4,9,4,4,0,0,0,45,21,1
43,2,211128,9,14,0,4,4,4,0,0,0,50,21,0
61,2,203445,14,10,1,10,5,4,0,0,0,40,21,1
38,2,38312,13,13,6,4,1,4,1,15024,0,65,21,0
51,2,178241,1,9,6,5,1,3,1,0,0,40,21,0
40,2,260761,13,13,6,10,1,4,1,0,0,40,40,1
41,0,36924,14,10,6,10,1,4,1,0,0,40,21,0
19,2,292590,14,10,4,7,0,4,0,0,0,20,21,1
28,2,461929,0,4,6,12,1,4,1,0,0,40,40,1
59,2,189664,14,10,6,1,1,4,1,0,0,40,21,1
32,3,190577,13,13,4,0,0,4,0,0,0,40,21,1
31,2,344200,1,9,6,4,1,4,1,0,0,40,21,0
30,2,337494,3,12,4,5,4,4,1,0,0,48,21,1
54,5,52634,14,10,6,1,1,4,1,0,0,40,21,1
33,2,194901,10,11,5,8,4,4,1,0,2444,42,21,0
20,2,170091,14,10,4,10,0,4,0,0,0,10,21,1
32,5,205072,1,9,6,11,1,4,1,0,0,48,21,1
35,2,310290,1,9,6,11,2,3,0,0,0,40,21,1
27,2,134048,7,7,4,8,4,4,1,0,0,45,21,1
40,2,91959,13,13,6,0,1,4,1,0,0,46,21,0
34,2,153942,10,11,6,1,1,4,1,0,0,40,21,1
34,0,234096,3,12,6,0,1,4,1,0,0,40,21,0
38,2,185330,14,10,4,8,0,4,0,0,0,25,21,1
28,2,163772,1,9,6,7,1,0,1,0,0,40,21,1
65,2,83800,14,10,6,13,1,4,1,0,0,27,21,1
61,2,139391,14,10,4,9,0,4,1,0,0,16,21,1
18,2,478380,7,7,4,1,0,4,0,0,0,25,21,1
35,6,186845,13,13,6,1,0,4,1,5178,0,50,21,0
45,2,262802,13,13,0,4,3,4,0,0,0,40,21,1
25,2,114483,14,10,6,4,1,4,1,0,0,50,21,1
48,2,118023,12,15,0,1,4,4,1,0,0,13,21,1
19,2,220101,14,10,4,10,4,4,0,0,0,40,21,1
43,2,219424,13,13,4,4,4,3,0,0,0,50,21,0
54,2,186117,13,13,6,8,1,4,1,0,0,45,21,0
47,5,479611,13,13,0,1,4,4,1,0,0,50,21,1
25,2,80312,10,11,4,10,4,4,0,4865,0,40,21,1
30,2,108386,3,12,6,8,1,4,1,0,0,40,21,1
35,2,177102,1,9,0,13,3,4,0,0,0,40,21,1
26,2,190762,14,10,6,1,1,4,1,0,0,18,21,1
61,2,180632,1,9,6,1,1,4,1,0,0,40,21,1
54,2,88019,1,9,0,7,3,4,1,0,0,32,21,1
50,2,135339,11,8,6,1,1,1,1,0,0,40,15,0
32,2,100662,15,5,5,5,3,4,0,0,0,40,27,1
34,2,183557,1,9,0,5,4,4,0,0,0,25,21,1
36,2,160035,1,9,4,7,4,4,1,0,0,40,21,1
50,2,306790,14,10,6,8,1,4,1,0,0,40,21,0
28,2,269246,7,7,6,12,1,4,1,0,0,40,21,1
22,2,308334,1,9,4,7,0,4,0,0,0,19,21,1
58,2,215190,7,7,6,7,1,4,1,0,0,20,21,1
27,2,419146,8,3,4,7,4,4,1,0,0,75,40,1
62,2,176839,13,13,6,9,1,4,1,0,0,38,21,1
36,6,184456,13,13,4,9,4,4,1,27828,0,55,21,0
21,0,309348,14,10,4,10,4,4,0,594,0,4,21,1
41,2,56795,9,14,6,0,2,4,0,0,0,45,9,1
28,2,201861,14,10,6,5,1,4,1,0,0,45,21,1
33,2,179509,13,13,6,13,1,4,1,0,0,40,21,1
54,2,291755,13,13,6,4,1,4,1,0,0,45,21,0
19,2,243941,14,10,4,1,0,2,0,0,1721,25,21,1
76,5,117169,0,4,4,12,4,4,1,0,0,30,21,1
34,2,159322,13,13,6,4,1,4,1,0,0,50,21,0
40,2,262872,13,13,4,10,4,4,0,0,0,40,21,1
22,2,187052,7,7,4,1,3,4,0,0,0,30,21,1
17,2,277583,7,7,4,13,0,4,1,0,0,15,21,1
55,2,169071,14,10,0,7,4,4,0,0,0,20,21,1
51,0,96190,14,10,6,10,2,4,0,0,0,40,21,1
26,2,61603,8,3,6,13,1,0,1,0,0,40,40,1
44,2,43711,13,13,4,7,4,4,1,0,0,48,21,1
54,2,99434,1,9,6,4,1,4,1,0,0,40,21,0
34,5,177639,3,12,4,8,4,4,1,0,0,40,21,1
42,2,201723,1,9,0,10,3,4,1,0,0,40,21,1
26,2,222248,1,9,4,8,4,4,1,0,0,70,21,1
39,2,86143,8,3,6,7,1,1,1,0,0,40,34,1
34,2,346034,13,13,4,7,4,4,1,0,0,40,17,1
59,2,87510,1,9,0,8,4,4,1,0,0,40,21,1
20,2,37932,1,9,4,7,0,4,1,0,0,50,21,1
34,2,185063,14,10,6,5,1,4,1,0,0,45,21,0
51,2,159755,1,9,6,8,1,4,1,0,0,20,21,1
34,2,108837,14,10,6,13,1,4,1,0,0,40,21,0
47,2,110669,13,13,5,0,3,4,0,0,0,50,21,1
30,5,45427,10,11,0,8,4,4,1,0,0,49,21,1
38,2,154669,1,9,5,1,4,4,1,0,0,60,21,1
45,2,261278,13,13,6,0,2,1,0,5178,0,40,34,0
23,2,71864,14,10,4,4,4,4,0,0,0,35,21,1
34,2,173495,14,10,6,8,1,4,1,0,0,48,21,0
22,2,254293,11,8,4,13,4,4,1,0,0,40,21,1
31,2,111883,1,9,4,8,5,4,1,0,0,40,21,1
50,2,146429,1,9,6,8,1,4,1,0,0,40,21,1
19,2,472807,4,2,4,13,5,4,1,0,0,52,40,1
28,2,285294,13,13,6,1,2,3,0,15024,0,45,21,0
23,2,184665,1,9,4,10,4,4,0,0,0,50,21,1
35,2,205852,1,9,6,13,1,4,1,0,0,40,21,1
28,2,83879,1,9,6,5,1,3,1,0,0,40,21,1
27,2,178564,14,10,4,10,0,4,1,0,0,30,21,1
46,6,168796,13,13,6,1,1,4,1,0,0,55,21,1
27,2,269444,1,9,0,13,4,4,1,0,0,40,21,1
25,2,47353,6,6,6,7,2,4,0,0,0,40,21,1
34,6,29254,14,10,6,8,1,4,1,0,0,70,21,1
33,2,155343,1,9,4,5,3,4,1,0,0,40,21,1
36,2,234271,14,10,4,8,4,4,0,0,0,40,21,1
30,2,257849,0,4,6,8,1,4,1,0,0,48,21,1
23,2,228230,14,10,6,1,2,4,0,0,0,47,21,1
36,2,227615,8,3,3,8,5,4,1,0,0,32,40,1
29,2,406826,13,13,4,0,4,4,0,0,0,45,21,1
50,5,27539,14,10,6,12,1,4,1,7688,0,40,21,0
19,2,97261,11,8,4,13,4,4,1,0,0,40,21,1
52,4,168539,1,9,6,5,1,4,1,0,0,40,21,0
20,2,515797,1,9,6,8,1,4,1,0,0,40,21,1
22,2,351381,10,11,4,10,4,4,0,0,0,40,21,1
34,2,161018,14,10,6,1,1,4,1,0,0,55,21,0
60,2,26721,14,10,6,8,1,4,1,0,0,40,21,1
19,2,164123,7,7,4,7,4,3,1,0,0,40,21,1
59,5,98418,1,9,6,12,1,4,1,0,0,20,21,1
36,2,29814,1,9,4,11,5,4,1,0,0,50,21,1
25,2,254613,1,9,4,8,0,4,1,0,0,40,7,1
49,2,207677,0,4,0,8,4,4,1,0,0,70,21,1
25,5,217030,1,9,4,7,3,4,0,0,0,30,21,1
50,2,171199,7,7,0,7,3,4,0,0,0,40,21,1
44,2,198270,3,12,0,0,4,4,0,0,0,43,21,1
33,2,79923,14,10,6,1,1,4,1,0,0,20,21,1
40,6,475322,13,13,5,8,0,4,1,0,0,50,21,1
56,2,134286,14,10,6,4,1,4,1,0,0,45,21,1
56,5,73746,14,10,6,4,1,4,1,0,0,50,21,0
23,2,125525,13,13,4,0,0,4,1,0,0,42,21,1
21,2,304949,14,10,4,0,0,4,0,0,0,10,21,1
67,2,150516,0,4,6,8,1,4,1,0,0,24,21,1
54,3,249096,10,11,6,2,1,4,1,0,0,40,21,1
50,0,164127,1,9,4,7,4,3,0,0,0,40,21,1
59,2,304779,0,4,6,5,1,4,1,0,0,40,21,1
51,2,157043,7,7,1,13,3,3,0,0,0,40,21,1
30,2,396538,1,9,5,4,3,4,0,0,0,29,21,1
42,2,510072,1,9,6,8,1,4,1,0,0,40,21,0
26,2,89326,13,13,4,1,4,4,1,0,0,40,21,1
47,2,200471,10,11,6,10,1,4,1,4064,0,40,21,1
78,5,82815,14,10,6,8,1,4,1,0,0,3,21,0
24,5,117210,1,9,0,8,4,4,1,0,0,50,21,1
27,2,202206,7,7,5,12,5,4,1,0,0,40,19,1
51,2,123429,9,14,6,4,1,4,1,0,0,50,21,0
46,2,353512,1,9,6,5,1,4,1,0,0,40,21,0
55,5,26683,1,9,6,12,1,4,1,0,0,60,21,1
20,2,204641,14,10,4,7,0,4,1,0,0,40,21,1
30,2,225053,1,9,6,4,1,4,1,0,0,50,21,1
19,2,263932,1,9,4,7,0,4,0,0,0,20,21,1
30,2,108247,13,13,6,0,1,4,1,0,0,40,21,0
31,5,369648,3,12,6,8,4,4,1,0,0,50,21,0
26,2,339324,1,9,6,5,1,4,1,0,0,96,21,1
53,2,317313,1,9,6,11,1,4,1,0,0,60,21,0
24,0,162919,14,10,4,10,4,4,0,0,0,40,21,1
24,2,186314,14,10,5,0,0,4,1,0,0,54,21,1
36,2,254202,1,9,0,4,3,4,0,0,0,50,21,1
39,2,108140,9,14,6,4,1,4,1,0,0,50,21,0
53,2,287317,1,9,0,5,3,3,1,0,0,32,21,1
75,6,81534,1,9,1,1,5,1,1,0,0,35,21,0
36,2,35945,1,9,6,4,1,4,1,0,0,50,21,0
46,6,204928,14,10,6,1,1,4,1,0,0,40,21,1
56,6,208809,1,9,6,1,1,4,1,0,1902,40,21,0
29,2,133625,1,9,6,13,1,3,1,0,0,40,21,1
60,2,71683,15,5,6,5,1,4,1,0,0,49,21,1
58,2,570562,1,9,1,1,4,4,1,0,0,38,21,1
67,5,36876,1,9,6,12,1,4,1,0,0,55,21,1
35,2,253006,14,10,6,0,1,4,1,7688,0,38,21,0
39,5,50096,14,10,6,12,1,4,1,0,0,80,21,1
37,2,336880,14,10,6,11,1,4,1,0,0,50,21,1
63,5,168048,12,15,6,0,1,4,1,0,0,30,21,1
47,2,187969,7,7,0,7,4,4,0,0,0,38,21,1
23,2,117363,13,13,4,10,0,4,0,0,0,40,21,1
55,2,256526,1,9,5,5,4,4,1,4865,0,45,21,1
49,2,304416,7,7,6,1,2,4,0,0,0,40,21,1
39,2,248011,10,11,6,5,1,4,1,5178,0,40,21,0
23,2,229826,1,9,4,5,0,4,1,0,0,40,21,1
19,2,159796,14,10,4,7,0,4,0,0,0,12,21,1
44,2,165346,9,14,6,4,1,4,1,0,0,40,21,0
25,2,25386,10,11,4,7,3,2,0,0,0,40,21,1
35,2,491000,10,11,0,0,0,3,1,0,0,40,21,1
23,0,247731,1,9,0,10,0,4,0,0,0,40,7,1
48,2,180532,10,11,6,8,1,4,1,0,0,40,21,1
48,2,189462,14,10,0,13,0,4,1,2176,0,40,21,1
44,2,419134,1,9,0,10,3,3,0,0,0,40,21,1
55,5,170166,13,13,6,4,2,4,0,0,0,25,21,1
33,5,173495,1,9,6,8,1,4,1,0,0,50,21,1
18,2,423024,11,8,4,13,0,4,1,0,0,20,21,1
24,2,72119,13,13,4,10,0,4,1,2202,0,30,21,1
32,0,19302,3,12,6,2,1,4,1,0,0,56,9,0
24,3,257621,13,13,4,0,4,4,0,0,0,20,21,1
44,6,118212,13,13,6,4,1,4,1,99999,0,70,21,0
27,2,259840,13,13,6,10,1,4,1,0,0,45,21,1
39,2,115289,3,12,6,9,1,4,1,0,0,40,30,0
26,0,159662,6,6,6,7,1,4,1,0,0,40,21,1
34,2,379798,9,14,6,4,1,4,1,0,0,40,21,0
38,2,227945,9,14,6,0,1,4,1,99999,0,65,21,0
41,3,36999,9,14,6,0,1,4,1,0,0,75,21,0
32,6,124052,1,9,6,1,1,4,1,0,0,50,21,1
56,0,273084,9,14,6,4,1,3,1,0,0,40,21,0
59,2,170104,13,13,6,4,1,4,1,0,1977,50,21,0
44,2,96249,14,10,6,1,1,4,1,0,0,60,21,0
35,2,140915,13,13,4,1,0,1,1,0,1590,40,37,1
52,2,230657,1,9,6,5,1,0,1,3781,0,40,27,1
30,2,195576,14,10,4,0,0,4,1,3325,0,50,21,1
23,2,117767,13,13,6,1,1,4,1,0,0,40,21,1
43,2,112763,1,9,4,10,3,4,0,8614,0,43,21,0
61,2,79827,1,9,6,4,1,4,1,0,0,50,21,1
38,2,103925,1,9,4,10,3,4,0,0,0,35,21,1
68,2,161744,6,6,6,1,1,4,1,0,0,16,21,1
41,2,106679,9,14,4,4,4,4,1,27828,0,50,21,0
42,5,196514,14,10,4,0,4,4,1,0,0,40,21,1
19,2,157605,1,9,0,7,4,4,0,0,0,40,21,1
31,2,137367,7,7,3,13,4,1,1,0,0,40,10,1
40,6,110862,3,12,6,8,1,4,1,0,2377,50,21,1
32,2,74883,13,13,4,9,4,1,0,0,0,40,34,1
51,6,98642,1,9,0,4,4,4,1,14084,0,40,21,0
44,0,144778,13,13,6,0,1,4,1,0,0,40,21,0
23,2,177787,13,13,4,1,0,4,0,0,0,30,9,1
44,2,162108,13,13,4,0,4,4,0,0,0,45,21,1
24,2,217602,1,9,6,12,1,4,1,0,0,60,21,1
34,2,473133,1,9,6,1,1,4,1,0,0,60,21,1
61,2,80896,9,14,6,0,1,1,1,0,0,45,10,0
30,0,168387,13,13,4,4,0,4,1,0,0,40,21,1
45,2,38950,13,13,4,8,4,4,1,0,0,40,21,1
22,2,107801,10,11,4,10,0,4,0,0,0,40,21,1
49,2,191277,14,10,6,7,1,4,1,0,0,40,21,1
39,2,205359,3,12,1,10,3,4,0,0,0,45,21,1
34,2,203357,14,10,4,10,5,4,0,0,0,40,21,1
52,0,153064,14,10,6,4,1,4,1,0,0,40,21,0
24,2,202959,10,11,4,10,4,4,0,0,0,40,21,1
38,2,105150,13,13,6,0,1,4,1,0,0,45,21,0
19,2,238474,7,7,4,5,0,4,1,0,0,40,21,1
24,2,1085515,1,9,4,7,4,4,0,0,0,30,21,1
25,2,82560,3,12,4,7,0,4,1,0,0,43,21,1
71,2,55965,0,4,1,11,4,4,1,0,0,10,21,1
27,2,161087,1,9,6,0,2,3,0,0,0,40,21,1
28,2,261278,10,11,4,9,4,3,0,0,0,40,21,1
54,2,182187,10,11,6,2,1,3,1,15024,0,38,32,0
18,2,138917,7,7,4,1,0,3,0,0,0,10,21,1
49,2,200198,1,9,6,7,1,3,1,0,0,40,21,1
36,2,205359,1,9,3,7,3,4,0,0,0,25,21,1
57,2,250201,1,9,1,11,3,4,1,0,0,50,21,1
56,4,67153,9,14,6,4,1,4,1,0,0,40,38,0
17,2,244523,6,6,4,7,0,4,1,0,0,20,21,1
30,2,236599,1,9,6,4,1,4,1,0,0,50,21,1
41,2,108713,6,6,4,1,0,4,0,0,0,40,21,1
26,2,177147,1,9,4,13,0,4,1,0,0,40,21,1
61,2,129246,6,6,6,8,1,4,1,0,0,48,21,1
24,2,145111,1,9,4,5,4,4,1,0,0,45,21,1
44,2,62258,7,7,4,7,4,4,0,0,0,40,21,1
38,3,108293,9,14,4,0,5,4,0,0,0,40,21,1
25,2,97789,13,13,4,1,0,4,1,0,0,50,21,1
34,2,111415,1,9,6,1,1,4,1,0,0,70,21,1
38,2,374524,14,10,4,11,4,4,1,0,0,40,21,1
42,2,287244,1,9,6,8,1,4,1,0,0,55,21,1
48,2,278039,0,4,6,5,1,4,1,0,0,40,21,1
38,2,98360,9,14,6,0,1,4,1,0,0,40,21,0
52,2,317032,1,9,6,8,1,4,1,0,0,50,21,0
55,3,294395,10,11,1,0,3,4,0,6849,0,40,21,1
41,5,240900,1,9,0,12,5,4,1,0,0,20,21,1
45,2,32896,8,3,4,5,0,4,0,0,0,35,21,1
49,2,97411,0,4,4,5,4,1,1,0,0,45,16,1
19,2,72355,14,10,4,7,4,4,1,0,0,20,21,1
39,2,342448,13,13,6,10,1,4,1,0,0,45,21,1
43,2,187702,14,10,4,7,4,4,1,2174,0,45,21,1
42,2,303388,14,10,6,4,1,4,1,0,0,65,21,1
17,2,112291,7,7,4,13,0,4,1,0,0,12,21,1
30,2,208668,3,12,4,0,4,3,0,0,0,25,21,1
61,0,28375,9,14,0,0,4,4,0,0,0,70,21,1
48,2,207277,9,14,6,4,1,4,1,15024,0,40,21,0
57,2,47857,1,9,6,11,1,4,1,0,0,40,21,0
27,2,372500,8,3,6,13,1,4,1,0,0,45,40,1
24,2,190968,1,9,6,1,1,4,1,0,0,48,21,1
41,2,37997,11,8,0,11,4,4,1,0,0,84,21,0
42,2,257328,1,9,1,11,3,4,1,0,0,40,21,1
34,2,127610,13,13,4,0,0,4,0,0,0,15,21,1
47,2,164423,1,9,0,4,3,4,0,0,0,43,21,1
50,2,104501,1,9,4,10,4,4,1,0,1980,40,21,1
30,2,56121,1,9,4,8,4,4,1,0,0,40,21,1
38,2,296212,13,13,6,8,1,4,1,0,0,45,21,1
31,2,157640,1,9,6,0,1,4,1,0,0,55,21,0
44,2,222504,14,10,6,10,2,4,0,0,0,45,21,0
34,2,261023,14,10,6,8,1,4,1,0,1651,38,21,1
52,2,146567,1,9,0,5,4,3,1,14344,0,40,21,0
34,2,116910,1,9,6,8,1,4,1,0,0,50,21,1
31,2,132601,14,10,6,4,1,4,1,0,0,40,21,1
68,2,185537,14,10,0,1,4,4,0,0,0,20,21,1
22,2,500720,1,9,4,10,0,4,0,0,0,40,40,1
42,2,182108,13,13,4,4,4,4,0,0,0,35,21,1
37,2,231491,1,9,6,8,1,4,1,0,0,35,21,1
36,5,239415,1,9,6,12,1,4,1,0,0,35,21,1
38,2,179262,14,10,0,10,3,4,0,0,0,30,21,1
72,1,121004,1,9,6,7,1,4,1,0,0,55,21,1
40,2,252392,8,3,6,7,1,4,1,0,0,40,40,1
19,2,163578,14,10,4,1,0,4,1,0,0,30,21,1
55,2,143266,10,11,6,8,1,4,1,0,0,50,12,0
30,2,285902,3,12,6,8,1,4,1,0,0,40,21,1
52,2,113094,13,13,5,10,3,4,0,0,1092,40,21,1
29,2,278637,13,13,6,1,1,4,1,3103,0,45,21,0
41,2,174540,14,10,6,0,1,3,1,0,0,4,21,1
29,2,188729,13,13,4,10,4,4,0,0,0,45,21,1
24,2,72143,13,13,4,1,4,4,0,0,0,20,21,1
46,5,328216,12,15,6,0,1,4,1,0,0,45,21,0
44,2,165815,1,9,6,4,1,4,1,0,0,60,21,0
17,2,317702,6,6,4,1,0,3,0,0,0,15,21,1
35,2,215323,10,11,0,7,3,4,0,0,0,35,21,1
38,2,192939,1,9,0,8,3,4,1,0,0,40,21,1
36,2,156352,15,5,4,13,0,4,1,0,0,40,21,1
24,2,155066,7,7,6,5,1,4,1,0,0,60,21,1
38,5,152621,13,13,6,12,1,4,1,0,0,99,21,1
19,2,298891,7,7,4,1,4,4,0,0,0,40,6,1
30,2,193298,1,9,6,11,1,4,1,0,0,45,21,1
36,0,150309,10,11,6,11,1,2,1,0,0,40,21,1
27,2,384308,14,10,4,8,4,4,1,0,0,45,21,1
27,2,305647,3,12,6,10,1,4,1,0,0,40,21,0
65,4,23494,14,10,6,4,1,3,1,0,2174,40,21,0
37,2,421633,9,14,4,4,4,3,0,0,0,40,21,0
17,2,57723,7,7,4,1,0,4,1,0,0,30,21,1
57,2,103540,8,3,6,11,1,3,1,0,0,50,21,1
54,5,136224,9,14,0,0,4,4,0,0,0,30,21,1
21,2,231573,14,10,4,7,4,4,0,0,0,40,21,1
43,2,242804,1,9,5,13,4,4,1,0,0,40,21,1
50,2,163671,1,9,6,8,1,4,1,0,0,40,21,1
38,2,287701,7,7,6,13,1,4,1,0,0,48,21,0
31,2,187560,1,9,6,0,1,4,1,15024,0,40,21,0
41,2,222504,12,15,0,0,3,4,0,0,0,38,21,1
20,2,41356,14,10,4,0,4,4,0,0,0,40,21,1
28,2,59335,13,13,6,10,5,4,0,0,0,15,21,1
62,2,84756,15,5,6,7,1,4,1,0,0,35,21,1
41,2,407425,11,8,0,5,4,3,0,0,0,40,21,1
37,2,162424,1,9,6,8,1,4,1,0,0,45,21,1
53,5,175456,14,10,6,12,1,4,1,0,0,30,21,1
28,2,52603,13,13,6,1,1,4,1,0,0,50,21,0
23,2,250630,9,14,4,0,4,4,0,0,0,30,21,1
46,5,233974,1,9,6,12,1,4,1,0,0,35,21,1
28,2,376302,1,9,4,1,4,4,0,0,0,45,21,1
50,2,195638,6,6,5,10,3,4,0,0,0,40,21,1
19,2,225775,14,10,4,8,4,4,1,0,0,45,40,1
84,2,388384,0,4,6,0,1,3,1,0,0,10,21,1
48,5,219021,12,15,6,0,1,4,1,0,0,35,21,0
61,5,168654,1,9,1,10,3,4,0,0,0,20,21,1
44,2,180609,14,10,0,8,4,4,1,0,0,42,21,1
32,2,114746,1,9,5,13,3,1,0,0,0,60,37,1
25,2,178037,14,10,4,10,0,4,1,0,0,35,21,1
47,3,160045,14,10,0,10,4,4,0,0,0,40,21,1
